crop,area1000hectares,production1000tonnes,irrigatedarea1000hectares,districtcode,year,statecode,state,nitrogenconsumptiontonnes,phosphateconsumptiontonnes,potashconsumptiontonnes,district,rf,salinity
Pigeonpea,NA,NA,NA,633,2017,18,himachal pradesh,2429,474,253,solan,124.9479994,0.982709001
Pigeonpea,NA,NA,NA,634,2017,18,himachal pradesh,4378,1152,892,mandi,197.08599959999998,1.919423925
Pigeonpea,0.02,0.0099999998,0,635,2017,18,himachal pradesh,6111,2888,6051,shimla,113.560002,1.735352711
Pigeonpea,0.0099999998,0.0099999998,0,636,2017,18,himachal pradesh,3375,665,387,sirmaur,150.616,0.248091983
Pigeonpea,NA,NA,NA,651,2017,19,kerala,9747,2587,2629,alappuzha,179.193998,0
Pigeonpea,NA,NA,NA,652,2017,19,kerala,11783,4305,7718,kannur,186.04199839999998,0
Pigeonpea,NA,NA,NA,655,2017,19,kerala,25706,9087,12772,kottayam,138.4620018,0
Pigeonpea,NA,NA,NA,656,2017,19,kerala,9488,3722,7182,kozhikode,96.7299994,0
Pigeonpea,NA,NA,NA,657,2017,19,kerala,9128,3381,5504,malappuram,78.9759994,0
Pigeonpea,0.20999999,0.31999999,0,658,2017,19,kerala,28176,5271,6717,palakkad,122.2560002,0
Pigeonpea,NA,NA,NA,659,2017,19,kerala,6507,3559,4216,kollam,176.8000024,0
Pigeonpea,NA,NA,NA,660,2017,19,kerala,12512,3057,4532,thrissur,157.98399560000001,0
Pigeonpea,NA,NA,NA,661,2017,19,kerala,6500,1439,809,thiruvananthapuram,148.816004,0
Pigeonpea,1.63,2.96,0,901,2017,2,bihar,125927,46593,20330,champaran,NA,NA
Pigeonpea,1.1799999,2.8800001,0.34999999,902,2017,2,bihar,109463,43421,21188,muzaffarpur,128.8420002,32.96913214
Pigeonpea,1.1799999,1.15,0.050000001,903,2017,2,bihar,79877,31528,13340,darbhanga,202.7119974,0.001554714
Pigeonpea,0.029999999,0.050000001,0,904,2017,2,bihar,44082,18294,11692,saharsa,179.0360046,4.42241708
Pigeonpea,1.95,2.8900001,0,906,2017,2,bihar,65685,16211,3535,saran,71.968000404,36.82237186
Pigeonpea,1.15,2.49,0.12,907,2017,2,bihar,90899,24771,4278,patna,104.3999996,7.589995311
Pigeonpea,3.8299999,4.0100002,0,908,2017,2,bihar,125661,42562,21130,mungair,NA,NA
Pigeonpea,1.3200001,1.7,0,909,2017,2,bihar,60780,19306,11211,bhagalpur,157.78799800000002,2.950756596
Pigeonpea,40.549999,28.610001,0,910,2017,15,jharkhand,29186,28287,7303,santhal paragana / dumka,NA,NA
Pigeonpea,2.9400001,3.8699999,0,911,2017,2,bihar,162928,50799,7932,shahabad (now part of bhojpur district),NA,NA
Pigeonpea,3.1300001,2.8699999,0.13,912,2017,2,bihar,99317,30221,4369,gaya,119.74399782,1.25790507
Pigeonpea,41.75,47.549999,0.022,913,2017,15,jharkhand,15376,11091,1486,hazaribagh,252.012004,0
Pigeonpea,5.3699999,5.23,0,914,2017,15,jharkhand,427,297,82,dhanbad,220.674004,0
Pigeonpea,74.379997,74.389999,0.001,915,2017,15,jharkhand,16063,8959,1702,palamau,NA,NA
Pigeonpea,54.669998,66.5,0.0020000001,916,2017,15,jharkhand,28893,20374,3949,ranchi,255.1100016,0
Pigeonpea,28.379999,34.57,0,917,2017,15,jharkhand,2588,1600,122,singhbhum,NA,NA
